year,airport_id,cargo_lifted_lb,departures,cargo_received_lb,arrivals,total_throughput_lb,total_operations
2020,LAF,1041.0,11.0,135347.0,17.0,136388.0,28.0
2020,LAL,34062485.0,916.0,38346892.0,919.0,72409377.0,1835.0
2020,LAN,19276371.0,467.0,35577354.0,551.0,54853725.0,1018.0
2020,LAS,96116351.0,1971.0,90257339.0,1952.0,186373690.0,3923.0
2020,LAX,990243525.0,10991.0,1174516869.0,10601.0,2164760394.0,21592.0
2020,LBB,52236740.0,3030.0,85138239.0,3043.0,137374979.0,6073.0
2020,LBF,178790.0,293.0,446763.0,336.0,625553.0,629.0
2020,LBL,3200.0,2.0,3200.0,2.0,6400.0,4.0
2020,LCK,84560820.0,2015.0,140251811.0,2041.0,224812631.0,4056.0
2020,LEX,578007.0,59.0,928475.0,69.0,1506482.0,128.0
2020,LFT,9451903.0,585.0,19414109.0,603.0,28866012.0,1188.0
2020,LGB,21621119.0,354.0,12738661.0,269.0,34359780.0,623.0
2020,LGC,15591.0,1.0,0.0,1.0,15591.0,2.0
2020,LGD,276582.0,498.0,502996.0,401.0,779578.0,899.0
2020,LIH,12908448.0,1761.0,32226736.0,1842.0,45135184.0,3603.0
2020,LIT,14730717.0,748.0,23628948.0,818.0,38359665.0,1566.0
2020,LKK,0.0,0.0,62547.0,77.0,62547.0,77.0
2020,LMA,0.0,3.0,3978.0,3.0,3978.0,6.0
2020,LMT,479624.0,612.0,1044259.0,654.0,1523883.0,1266.0
2020,LNK,4888.0,5.0,5790.0,5.0,10678.0,10.0
2020,LNY,547339.0,302.0,195808.0,276.0,743147.0,578.0
2020,LPR,0.0,1.0,687.0,1.0,687.0,2.0
2020,LRD,13919646.0,1047.0,27484001.0,1061.0,41403647.0,2108.0
2020,LSV,438214.0,4.0,0.0,0.0,438214.0,4.0
2020,LUK,0.0,1.0,874.0,1.0,874.0,2.0
2020,LUR,20299.0,16.0,136853.0,16.0,157152.0,32.0
2020,LWS,701842.0,514.0,331440.0,404.0,1033282.0,918.0
2020,LZU,8300.0,2.0,6432.0,2.0,14732.0,4.0
2020,MAE,12545.0,6.0,12545.0,6.0,25090.0,12.0
2020,MAF,2561808.0,502.0,5597070.0,909.0,8158878.0,1411.0
2020,MBS,10756.0,6.0,3175.0,6.0,13931.0,12.0
2020,MCC,2759.0,3.0,3571.0,1.0,6330.0,4.0
2020,MCG,375601.0,460.0,1793747.0,445.0,2169348.0,905.0
2020,MCI,103655445.0,2021.0,92412673.0,2045.0,196068118.0,4066.0
2020,MCK,1850.0,3.0,272364.0,204.0,274214.0,207.0
2020,MCO,202905446.0,4063.0,238770937.0,4108.0,441676383.0,8171.0
2020,MDT,65885458.0,2124.0,49056496.0,1890.0,114941954.0,4014.0
2020,MEM,4666468583.0,68038.0,4263951008.0,66767.0,8930419591.0,134805.0
2020,MEO,83880.0,255.0,322423.0,252.0,406303.0,507.0
2020,MFE,7341122.0,298.0,12398367.0,300.0,19739489.0,598.0
2020,MFR,3550378.0,1250.0,4099316.0,1066.0,7649694.0,2316.0
2020,MGM,23157.0,8.0,25772.0,9.0,48929.0,17.0
2020,MHM,686.0,2.0,2709.0,2.0,3395.0,4.0
2020,MHR,86663742.0,1778.0,102480966.0,1796.0,189144708.0,3574.0
